run_id,round,case,index_state,selector,update_iters,elapsed_s,descriptors_recomputed,modules_repatched,sites_patched,status
20260811_120634,8,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.093338,4000000,0,0,pass
20260811_120634,9,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.117966,4000000,0,0,pass
20260811_120634,10,I-02-index-off-file,off,"file=bench_sites.rs -p",1000,2.117893,4000000,0,0,pass
20260811_120634,1,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011222,2000,0,0,pass
20260811_120634,2,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010582,2000,0,0,pass
20260811_120634,3,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011353,2000,0,0,pass
20260811_120634,4,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010765,2000,0,0,pass
20260811_120634,5,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011116,2000,0,0,pass
20260811_120634,6,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010704,2000,0,0,pass
20260811_120634,7,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011146,2000,0,0,pass
20260811_120634,8,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.010444,2000,0,0,pass
20260811_120634,9,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011563,2000,0,0,pass
20260811_120634,10,I-02-index-on-func,on,"func=bench_log_0 -p",1000,0.011105,2000,0,0,pass
20260811_120634,1,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.373417,2000,0,0,pass
20260811_120634,2,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.372555,2000,0,0,pass
20260811_120634,3,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.371742,2000,0,0,pass
20260811_120634,4,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.374188,2000,0,0,pass
20260811_120634,5,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.372158,2000,0,0,pass
20260811_120634,6,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.378841,2000,0,0,pass
20260811_120634,7,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.368359,2000,0,0,pass
20260811_120634,8,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.372196,2000,0,0,pass
20260811_120634,9,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.373684,2000,0,0,pass
20260811_120634,10,I-02-index-off-func,off,"func=bench_log_0 -p",1000,0.386810,2000,0,0,pass
20260811_120634,1,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012230,4000,0,0,pass
20260811_120634,2,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011860,4000,0,0,pass
20260811_120634,3,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012001,4000,0,0,pass
20260811_120634,4,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011985,4000,0,0,pass
20260811_120634,5,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011860,4000,0,0,pass
20260811_120634,6,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011822,4000,0,0,pass
20260811_120634,7,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011917,4000,0,0,pass
20260811_120634,8,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011959,4000,0,0,pass
20260811_120634,9,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.011921,4000,0,0,pass
20260811_120634,10,I-02-index-on-module,on,"module=bench_m0 -p",1000,0.012081,4000,0,0,pass
20260811_120634,1,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.932739,4000,0,0,pass
20260811_120634,2,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.900272,4000,0,0,pass
20260811_120634,3,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.930004,4000,0,0,pass
20260811_120634,4,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.931537,4000,0,0,pass
20260811_120634,5,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.931458,4000,0,0,pass
20260811_120634,6,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.908520,4000,0,0,pass
20260811_120634,7,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.901130,4000,0,0,pass
20260811_120634,8,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.934060,4000,0,0,pass
20260811_120634,9,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.926575,4000,0,0,pass
20260811_120634,10,I-02-index-off-module,off,"module=bench_m0 -p",1000,0.915603,4000,0,0,pass
